Latitude,Longitude,City Name,Country,Temperature F,Humidity (%),Cloudiness (%),Wind Speed (mph)
-54.8,-68.3,Ushuaia,AR,32.015,90.375,38.5,18.405
-53.15,-70.916667,Punta Arenas,CL,37.22749999999999,96.875,51.0,28.415
-51.622613,-69.218127,Rio Gallegos,AR,37.4675,81.625,25.5,27.8825
-46.6,168.333333,Bluff,NZ,47.996249999999996,100.0,2.0,8.11375
-46.4,168.35,Invercargill,NZ,39.6825,89.125,10.0,3.90625
-46.35,168.016667,Riverton,NZ,41.3925,88.0,13.5,4.08625
-46.120833,169.969444,Milton,NZ,40.447500000000005,88.875,13.0,5.443749999999999
-45.866667,170.233333,Outram,NZ,38.16375,90.25,21.5,3.6849999999999996
-45.566667,-72.066667,Coihaique,CL,38.223749999999995,74.5,59.0,4.41
-45.416667,167.716667,Te Anau,NZ,35.7225,81.625,0.0,2.7875
-45.183333,169.316667,Clyde,NZ,31.695,72.875,2.5,2.06125
-44.7,169.15,Wanaka,NZ,31.695,72.875,2.5,2.06125
-44.4,171.25,Timaru,NZ,41.347500000000004,99.375,37.5,3.4575
-44.266667,171.133333,Pleasant Point,NZ,41.347500000000004,99.375,37.5,3.4575
-43.766667,172.3,Leeston,NZ,46.426249999999996,97.5,57.0,4.52125
-43.65,172.483333,Lincoln,NZ,46.426249999999996,97.5,57.0,4.52125
-43.300158,-65.10228,Rawson,AR,62.36249999999999,34.25,43.0,12.995000000000001
-43.25,172.666667,Sefton,NZ,45.53,100.0,81.0,7.9325
-42.883209,147.331665,Hobart,AU,48.88249999999999,80.5,4.5,6.49375
-42.716667,170.966667,Hokitika,NZ,48.69375000000001,91.125,0.0,7.513750000000001
-42.463611,-73.808333,Castro,CL,49.2,94.75,76.5,6.715000000000001
-41.75,171.566667,Westport,NZ,45.431250000000006,81.75,0.0,3.33125
-41.666667,174.083333,Seddon,NZ,48.5475,97.875,38.0,22.30375
-41.4,173.05,Wakefield,NZ,43.451249999999995,57.75,3.0,3.12375
-41.083333,173.0,Riwaka,NZ,49.99875,81.875,7.0,12.9375
-40.959722,175.6575,Masterton,NZ,46.75875,99.75,97.0,17.63625
-40.633333,175.275,Levin,NZ,47.44499999999999,100.0,72.0,20.39
-40.466667,175.5,Tokomaru,NZ,47.68125,98.125,92.0,13.944999999999999
-40.283333,-73.083333,La Union,CL,44.1375,83.125,36.0,2.5637499999999998
-40.033333,176.35,Takapau,NZ,48.176249999999996,97.125,88.5,12.211250000000001
-39.933333,175.566667,Hunterville,NZ,47.68125,98.125,92.0,13.944999999999999
-39.591667,174.283333,Hawera,NZ,51.21374999999999,100.0,90.5,34.16
-39.455556,173.858333,Opunake,NZ,51.21374999999999,100.0,90.5,34.16
-39.2,173.883333,Okato,NZ,52.485,98.875,51.0,27.74375
-38.95,-72.633333,Freire,CL,45.644999999999996,85.625,31.0,2.41125
-38.653333,178.004167,Gisborne,NZ,49.72875,97.125,91.5,9.68
-38.466667,175.016667,Piopio,NZ,49.7625,77.125,50.5,9.82
-38.35,145.2,Crib Point,AU,53.137499999999996,88.25,10.0,9.247499999999999
-38.159119,145.931183,Warragul,AU,51.91125,76.25,12.5,4.0600000000000005
-37.766667,176.45,Maketu,NZ,50.7975,99.625,53.0,10.5475
-37.716667,-72.233333,Mulchen,CL,48.795,72.125,12.5,2.95625
-37.366667,175.666667,Paeroa,NZ,49.5825,92.625,50.0,4.353750000000001
-37.083333,-73.166667,Lota,CL,50.00000000000001,82.625,15.5,3.795000000000001
-36.916667,-73.016667,Chiguayante,CL,50.00000000000001,82.625,15.5,3.795000000000001
-36.711311,142.199814,Horsham,AU,53.55375,82.75,34.5,11.4275
-36.4,174.666667,Warkworth,NZ,53.355000000000004,96.75,32.5,9.4275
-36.283333,174.516667,Wellsford,NZ,53.71125000000001,96.75,32.5,9.4275
-35.966667,-71.683333,Longavi,CL,49.6275,69.125,3.5,2.2275
-35.933333,173.883333,Dargaville,NZ,51.79875,84.25,37.0,8.57625
-35.616667,174.5,Ngunguru,NZ,54.27374999999999,100.0,25.0,8.211250000000001
-35.354931,149.231995,Queanbeyan,AU,43.31,93.5,55.5,4.19875
-35.116667,-71.283333,Molina,CL,51.62375000000001,78.375,3.0,3.1500000000000004
-34.8580556,-56.1708333,Montevideo,UY,52.47875,82.25,4.0,6.36625
-34.7633333,-56.3852778,Delta Del Tigre,UY,52.47875,82.25,4.0,6.36625
-34.4333333,-57.4166667,Juan Lacaze,UY,53.93625,65.375,0.0,6.60375
-34.3166667,-57.2166667,Nueva Helvecia,UY,53.28375,68.0,0.0,6.1975
-34.0955556,-56.2141667,Florida,UY,51.59625,71.625,6.0,5.42875
-33.889949,-60.573568,Pergamino,AR,57.57,59.125,0.0,11.26125
-33.5441667,-58.1972222,Dolores,UY,54.62625,68.875,0.0,7.317500000000001
-33.335784,-60.225233,San Nicolas,AR,54.32375,62.5,0.0,2.7475
-33.295012,-66.335627,San Luis,AR,64.06125,37.375,0.0,14.7975
-33.047778,-71.601111,Valparaiso,CL,55.00750000000001,84.125,2.0,3.3899999999999997
-32.833333,-70.616667,Los Andes,CL,56.2775,73.0,1.0,2.92625
-32.567421,151.166031,Singleton,AU,52.2075,84.875,27.5,5.46
-32.3666667,-54.1833333,Melo,UY,52.035,89.625,0.0,6.115
-32.175877,26.824372,Whittlesea,ZA,58.852500000000006,33.75,0.0,8.5475
-31.95224,115.861397,Perth,AU,59.5325,75.875,61.5,19.25625
-31.5375,-68.536389,San Juan,AR,57.43499999999999,61.125,0.0,4.64625
-31.43084,152.908936,Port Macquarie,AU,61.741249999999994,87.375,87.5,7.501249999999999
-31.078979,152.830933,Kempsey,AU,61.125,87.375,87.5,7.501249999999999
-30.9,-55.5166667,Rivera,UY,52.53,86.875,0.0,4.885
-30.649657,24.012295,De Aar,ZA,55.82625,23.875,1.5,10.911249999999999
-30.50828,151.671234,Armidale,AU,47.02875000000001,93.75,70.5,7.275000000000001
-30.4,27.7166667,Quthing,LS,55.815000000000005,38.25,0.0,6.46375
-30.031944,-70.708056,Vicuna,CL,53.73125,77.5,1.0,2.69
-29.871962,30.272352,Richmond,ZA,58.278749999999995,51.125,0.0,2.5225
-29.664336,17.886495,Springbok,ZA,43.32750000000001,52.0,1.5,5.8625
-29.328164,31.289537,Stanger,ZA,65.20875,67.75,0.0,6.114999999999999
-28.983333,-52.816667,Ouro Fino,BR,53.7,85.75,23.5,7.91875
-28.81328,153.275803,Lismore,AU,54.31875000000001,98.125,86.5,4.576249999999999
-28.52423,28.81582,Phuthaditjhaba,ZA,50.01,29.5,1.0,4.5075
-28.3,-54.266667,Santo Angelo,BR,53.26124999999999,92.25,1.5,6.239999999999999
-28.1,-50.983333,Estrela,BR,52.53,87.75,57.5,3.29125
-27.916667,-53.283333,Palmeira Das Missoes,BR,52.20375000000001,94.5,6.0,7.652500000000001
-27.566667,-50.116667,Otacilio Costa,BR,50.426249999999996,81.375,8.0,9.597500000000002
-27.4,-56.9,Ayolas,PY,59.33625,93.125,3.0,5.79375
-27.183333,-56.3,Coronel Bogado,PY,58.845,83.125,0.0,3.7375
-26.933333,-52.516667,Xaxim,BR,54.22875,85.875,11.0,4.941249999999999
-26.716667,27.1,Potchefstroom,ZA,62.227500000000006,28.625,0.0,6.787500000000001
-26.6406,-48.6851,Barra Velha,BR,63.638749999999995,92.875,38.5,11.10625
-26.239449,-49.499857,Rio Negrinho,BR,52.935,77.375,14.5,6.353750000000001
-26.033333,-55.933333,Abai,PY,59.55,78.375,4.0,3.4737500000000003
-25.966667,-57.266667,Quiindy,PY,78.99000000000001,85.875,41.5,2.635
-25.7,-56.4,Mbocayaty,PY,59.302499999999995,84.75,1.0,3.43
-25.533333,-55.95,Repatriacion,PY,59.55,78.375,4.0,3.4737500000000003
-25.233333,-57.25,Altos,PY,60.77,84.75,1.0,4.08875
-24.95,-56.116667,San Joaquin,PY,60.36000000000001,83.25,0.0,3.9625000000000004
-24.516667,-55.7,Curuguaty,PY,62.0475,71.875,17.0,3.2925000000000004
-24.283333,-47.466667,Miracatu,BR,55.44375,88.375,79.5,5.749999999999999
-24.1333333,19.1166667,Aranos,NA,67.88625,24.25,7.5,7.8625
-23.9,-56.566667,Nueva Germania,PY,61.94625,79.5,1.5,4.255
-23.75,22.8333333,Kang,BW,80.97,93.25,58.5,4.12875
-23.7,-46.616667,Diadema,BR,54.18875,89.125,38.0,10.01625
-23.65,-70.4,Antofagasta,CL,57.18,90.0,27.0,3.0387500000000003
-23.516667,-46.9,Jandira,BR,54.16250000000001,89.125,38.0,10.01625
-23.1833333,27.5,Machaneng,BW,70.36125,19.0,0.0,4.074999999999999
-23.05,-49.616667,Ipaussu,BR,62.79499999999999,83.625,17.0,6.70125
-22.9833333,27.5833333,Mokobeng,BW,68.4375,38.375,0.0,3.7225
-22.733333,-42.716667,Tangua,BR,66.69624999999999,92.125,78.0,11.148750000000001
-22.533333,-42.983333,Guapimirim,BR,66.6575,98.375,67.5,7.5275
-22.266667,-46.166667,Borda Da Mata,BR,53.7,85.75,23.5,7.91875
-22.016667,-47.9,Sao Carlos,BR,59.43875,73.875,16.5,9.05125
-21.866667,-51.833333,Presidente Venceslau,BR,63.73500000000001,61.5,5.5,8.84125
-21.65,-41.733333,Sao Fidelis,BR,67.57125,87.375,75.0,3.9050000000000002
-21.466667,-47.35,Santa Rosa De Viterbo,BR,59.4725,74.125,23.5,7.4
-21.116667,-44.183333,Tiradentes,BR,63.4875,61.875,1.0,7.0512500000000005
-21.083333,-45.083333,Perdoes,BR,58.88625,89.0,19.0,7.77875
-20.8666667,27.25,Sebina,BW,74.8725,20.625,1.5,9.16375
-20.466667,-55.8,Aquidauana,BR,63.824999999999996,72.625,10.5,6.54875
-20.2369444,57.6633333,Camp De Masque,MU,70.1225,93.375,74.5,13.916250000000002
-20.0186111,57.6447222,Roche Terre,MU,73.11000000000001,100.0,51.0,22.025
-19.833333,-42.316667,Bom Jesus Do Galho,BR,71.07000000000001,67.375,43.0,5.163749999999999
-19.583333,-46.916667,Araxa,BR,58.762499999999996,65.75,12.5,9.15
-19.416667,-40.066667,Linhares,BR,73.62375,81.0,30.0,8.94
-19.233333,-42.466667,Belo Oriente,BR,70.36125,66.875,53.5,3.2625
-18.9166667,47.5166667,Antananarivo,MG,58.688750000000006,71.625,22.0,7.61125
-18.783333,-42.95,Guanhaes,BR,70.46249999999999,58.375,28.5,3.2925000000000004
-18.616667,-51.066667,Cacu,BR,63.42,63.0,3.0,8.786249999999999
-18.2666667,-66.85,Huanuni,BO,35.227500000000006,54.625,8.5,2.8712500000000003
-18.1666667,49.3833333,Toamasina,MG,66.18875,96.875,92.5,3.26375
-17.9,-64.4833333,Comarapa,BO,50.291250000000005,54.875,0.0,2.8724999999999996
-17.6166667,-66.0166667,Tarata,BO,45.698750000000004,61.125,0.0,2.185
-17.5,-63.1666667,Warnes,BO,63.77375000000001,58.625,0.0,9.6825
-17.2963889,31.3297222,Bindura,ZW,70.09124999999999,39.125,0.0,6.1987499999999995
-17.0230556,-72.0147222,Mollendo,PE,59.20125,80.375,0.0,2.56375
-16.8402778,38.2569444,Mocuba,MZ,85.245,47.0,28.5,6.883749999999999
-16.666667,-50.316667,Firminopolis,BR,70.62,41.75,0.0,10.4625
-16.4333333,-60.9,Concepcion,BO,68.01,55.0,0.0,6.2
-16.15,-69.0833333,Copacabana,BO,43.169999999999995,93.875,1.5,7.22
-15.85,-48.95,Pirenopolis,BR,70.7,41.25,0.0,9.07875
-15.7,35.1833333,Chiradzulu,MW,74.97375,58.875,11.5,7.43
-15.4666667,-69.4333333,Putina,PE,33.665,48.625,16.5,5.0525
-15.25,-40.616667,Itambe,BR,70.40625000000001,66.125,24.0,4.816249999999999
-15.083333,-57.183333,Barra Do Bugres,BR,64.32,80.5,1.5,6.7425
-14.7,-74.1333333,Puquio,PE,41.6625,69.5,29.5,3.9625
-14.55,-73.7666667,Tambo,PE,50.53875,68.625,4.0,1.6562499999999998
-14.3666667,34.3333333,Dedza,MW,67.47,63.375,10.0,7.22125
-14.15,-39.366667,Ibirapitanga,BR,71.32875,86.875,34.0,5.68125
-13.7,-76.2166667,Pisco,PE,63.338750000000005,86.125,8.0,3.165
-13.533333,-39.966667,Jaguaquara,BR,72.24,78.375,14.0,6.618749999999999
-13.2333333,30.2333333,Serenje,ZM,70.09125,41.375,0.0,10.352500000000001
-12.977222,-46.891667,Arraias,BR,79.22625,37.875,9.5,4.9275
-12.816667,-42.766667,Boquira,BR,74.2425,58.375,9.0,4.67625
-12.5333333,-76.7333333,Chilca,PE,46.27875,60.5,15.0,1.45875
-12.433333,-39.216667,Santo Estevao,BR,77.1225,66.125,1.5,5.99125
-12.0666667,-75.2333333,Huancayo,PE,37.24125,55.375,4.5,2.075
-11.95,-76.7,Nicolas De Pierola,PE,60.12375,71.25,5.5,1.74125
-11.7,-41.466667,Cafarnaum,BR,74.47874999999999,50.0,25.5,5.30375
-11.4975,-77.2033333,Huaral,PE,62.5875,81.0,5.5,2.71625
-11.316667,-38.25,Itapicuru,BR,77.04374999999999,63.5,0.0,8.86875
-10.9166667,-76.0333333,Carhuamayo,PE,37.86,72.875,6.5,4.94
-10.7,-38.183333,Poco Verde,BR,77.44874999999999,59.375,1.0,8.54625
-10.65,-37.3,Malhador,BR,76.32499999999999,71.0,0.0,9.625
-10.4,-36.416667,Piacabucu,BR,75.93,73.75,0.0,9.75
-10.066667,-38.35,Jeremoabo,BR,77.9775,57.625,1.0,9.41375
-9.966667,-67.8,Rio Branco,BR,73.06499999999998,48.75,0.0,5.8062499999999995
-9.733333,-36.516667,Limoeiro De Anadia,BR,72.735,76.25,8.0,9.44375
-9.5333333,-77.5333333,Huaraz,PE,41.651250000000005,55.375,31.0,1.90625
-9.25,-35.433333,Passo De Camaragibe,BR,73.21999999999998,90.625,31.5,6.93875
-9.0,32.9833333,Mlowo,TZ,67.4925,61.125,76.5,4.2125
-8.9833333,-77.3,Yauya,PE,47.21999999999999,70.25,40.5,1.85
